IL_SMILES,Experiment_value,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,Dose_ug_nucleicacid,Sample_weight
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.6371968661585964,32.300000000000004,14.8,42.9,10.0,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.9238543679492726,32.300000000000004,14.8,42.9,10.0,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCN1CCN(CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,1.4756341339508108,32.300000000000004,14.8,42.9,10.0,17.705964802990188,7.036992464683635,5,64,15.9685,1.0,117.35,5,10,80,1136.099822,348.369,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCC/C=C\COC(=O)CCCCCCCC(CCCCCCCC(=O)OC/C=C\CCCCCC)OC(=O)CCCN(C)C,-0.1349535097982344,32.300000000000004,14.8,42.9,10.0,10.55910294346675,6.5206977078369555,1,35,10.841,0.829268293,82.14,0,7,48,677.539013,200.022,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC,1.4592620940204324,32.300000000000004,14.8,42.9,10.0,15.4742251985672,6.902382873420428,4,54,13.481,0.966666667,145.6,6,8,70,992.89025,297.3786,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.5486994745917182,55.00000000000001,10.9,31.6,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.7032747259546887,55.00000000000001,10.9,31.6,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.8696144747076402,55.00000000000001,10.9,31.6,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.0706998416480624,55.00000000000001,10.9,31.6,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCN1CCN(CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,0.1445079751138699,55.00000000000001,10.9,31.6,2.5,17.705964802990188,7.036992464683635,5,64,15.9685,1.0,117.35,5,10,80,1136.099822,348.369,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCC/C=C\COC(=O)CCCCCCCC(CCCCCCCC(=O)OC/C=C\CCCCCC)OC(=O)CCCN(C)C,-0.5929755983882822,55.00000000000001,10.9,31.6,2.5,10.55910294346675,6.5206977078369555,1,35,10.841,0.829268293,82.14,0,7,48,677.539013,200.022,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC,0.0587445858366015,55.00000000000001,10.9,31.6,2.5,15.4742251985672,6.902382873420428,4,54,13.481,0.966666667,145.6,6,8,70,992.89025,297.3786,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,1.0946043629879478,25.0,18.6,53.900000000000006,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,0.4846223090422211,25.0,18.6,53.900000000000006,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,0.2553818873897808,25.0,18.6,53.900000000000006,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.7430039039764054,25.0,18.6,53.900000000000006,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCN1CCN(CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,1.475888773489139,25.0,18.6,53.900000000000006,2.5,17.705964802990188,7.036992464683635,5,64,15.9685,1.0,117.35,5,10,80,1136.099822,348.369,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCC/C=C\COC(=O)CCCCCCCC(CCCCCCCC(=O)OC/C=C\CCCCCC)OC(=O)CCCN(C)C,0.6330627915426899,25.0,18.6,53.900000000000006,2.5,10.55910294346675,6.5206977078369555,1,35,10.841,0.829268293,82.14,0,7,48,677.539013,200.022,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC,1.3988309967715484,25.0,18.6,53.900000000000006,2.5,15.4742251985672,6.902382873420428,4,54,13.481,0.966666667,145.6,6,8,70,992.89025,297.3786,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,0.374296389975188,34.1,15.6,45.3,5.0,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.2456055657198803,34.1,15.6,45.3,5.0,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.4505241847308797,34.1,15.6,45.3,5.0,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.7569327767542666,34.1,15.6,45.3,5.0,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCN1CCN(CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,1.2361580518350586,34.1,15.6,45.3,5.0,17.705964802990188,7.036992464683635,5,64,15.9685,1.0,117.35,5,10,80,1136.099822,348.369,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCC/C=C\COC(=O)CCCCCCCC(CCCCCCCC(=O)OC/C=C\CCCCCC)OC(=O)CCCN(C)C,0.2699077310877959,34.1,15.6,45.3,5.0,10.55910294346675,6.5206977078369555,1,35,10.841,0.829268293,82.14,0,7,48,677.539013,200.022,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCC(O)CN(CCCCC1NC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)NC1=O)CC(O)CCCCCCCCCC,1.0461945536037964,34.1,15.6,45.3,5.0,15.4742251985672,6.902382873420428,4,54,13.481,0.966666667,145.6,6,8,70,992.89025,297.3786,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.4024036419373389,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.967959244179117,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.3221450542747628,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,0.1427796594062216,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.4811164045325318,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.456583183832303,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-1.1033256398541065,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.5232754117785103,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-1.0640020735363072,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-0.4811487273577132,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,-1.0404714906106298,35.0,16.0,46.5,2.5,11.9342781498209,6.642864826386585,1,44,13.9425,0.958333333,76.07,1,6,54,765.710256,232.0978,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.5645393664439667,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.9904020461365616,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.4541571624094685,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.3599287783740204,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.5219843825385665,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.4200605173007709,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-1.0508363661151612,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.5696565446485072,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-1.009493472643267,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCN(C)C)O1,-0.5586808061635525,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,33,13.457,0.813953488,21.7,0,3,46,641.624205,204.677,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.5615209336860614,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-1.0438527088123146,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.6226134130589244,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.6856379918022446,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.5247792064141936,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.5079383591074704,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-1.032921422751324,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.5343401230532265,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-1.0912726657828362,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-0.5693764899221808,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C,-1.031301621081299,35.0,16.0,46.5,2.5,10.0,6.466315782701154,1,35,13.6472,0.790697674,29.54,0,3,46,641.624205,205.618,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.3365899326692547,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.5936720706636593,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.40318995775904,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.6713579684246694,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.4776481507728967,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.420795805642116,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-1.0892129742246672,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.4453869898652181,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-1.033697643319262,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
CCCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.5342236744541886,35.0,16.0,46.5,2.5,11.060582463790686,6.566928374543075,1,41,12.6687,0.954545455,76.07,1,6,50,709.644705,213.7478,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1099371686103979,1.0
